,id,text,relevance,support,emotion,screen_name,created_at,noramlized_text
20,2.59E+17,"""DONT FORGET #PROJECTW """"HIDDEN FEARS""""OCT 27th Costume Party #TURNUP!! @ 1290 nw 58th Terrace Sunrise FL 33313 IT AGO SLAP WEHH #bayfun #Gaza""",2,,,TiffyNOT_NICE,1350591892,dont forget hidden fearsoct 27th costume 1290 nw 58th terrace sunrise fl 33313 it ago slap wehh
26,2.58E+17,"*BLOCKED* RT @Edikan_v: Holla :( RT @temmy_israel: If u r borin on bbm/whatsapp but lively on twitter,holla naw lemme block yu",2,,,temmy_israel,1350340027,"*blocked* holla :( if u r borin on bbm/whatsapp but lively on twitter,holla naw lemme block yu"
30,4.89E+17,"An apple fell and Newton discovered the law of gravity, Hundreds of Bombs fell on Gaza and NO one discovered the law of humanity.",1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.147139,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.313717,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.294016,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.060956,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.479167,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.850871,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.543112,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.865186,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.619648,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.65775,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.560605,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.735158,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",Islamicpromotio,1405358774,"an apple fell and newton discovered the law of gravity, hundreds of bombs fell on gaza and no one discovered the law of humanity."
31,13319008524,@GAZA_CHEEKS AND @JINXXY_ http://www.youtube.com/watch?v=Za9EuES4nLw NICKI MINAJ SHOUTS ME OUT,2,,,?,1272910893,and nicki minaj shouts me out
32,2.59E+17,That upper cut is too damn serious!,2,,,?,1350529089,that upper cut is too damn serious!
33,2.59E+17,NEWS: Israeli forces detained a 20 year-old man from northern Hebron on\nThursday evening.\n\nIbrahim Khalil Mahmoud... http://fb.me/UUcI7PMmÃ‚Â¬Ã¢â‚¬Â ,1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.127032,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.192518,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.16068,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.060618,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.443665,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.726585,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.014708,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.286063,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.476583,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.765353,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.112492,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},""sentences_tone"":[{""sentence_id"":0,""text"":""news: israeli forces detained a 20 year-old man from hebron on"",""input_from"":0,""input_to"":62,""tone_categories"":[{""tones"":[{""score"":0.186389,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.326495,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.205164,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.059486,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.469731,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.653099,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.137859,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.39534,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.68369,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.681459,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.443991,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},{""sentence_id"":1,""text"":""thursday evening."",""input_from"":63,""input_to"":80,""tone_categories"":[{""tones"":[{""score"":0.080905,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.005185,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.046156,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.310665,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.163523,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.28604,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.274442,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.5431,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.599475,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.279111,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},{""sentence_id"":2,""text"":"""",""input_from"":81,""input_to"":81,""tone_categories"":[]},{""sentence_id"":3,""text"":""ibrahim"",""input_from"":82,""input_to"":89,""tone_categories"":[{""tones"":[{""score"":0.0,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.0,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.0,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.0,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.0,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.287726,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.274434,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.543325,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.599483,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.290967,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},{""sentence_id"":4,""text"":""khalil mahmoud..."",""input_from"":90,""input_to"":107,""tone_categories"":[{""tones"":[{""score"":0.08686,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.072945,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.093654,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.174219,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.151545,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.271133,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.274434,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.543323,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.599483,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.288976,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}]}",ICAI_2,1350632153,news: israeli forces detained a 20 year-old man from hebron on\nthursday evening.\n\nibrahim khalil mahmoud...
34,3.16E+17,Israel fires into Syria after Golan attack on troops http://reut.rs/ZYhNWHÃƒÂ¯_,1,0,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.323565,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.27626,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.46433,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.029672,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.194845,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.13489,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.321427,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.544961,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.608201,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.428872,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",?,1364123997,israel fires into syria after golan attack on troops
39,2.65E+17,New Women's EDT #4: L'EAU D'ISSEY (issey Miyake) by Issey Miyake Eau De Toilette Spray .33 oz... http://amzn.to/SzMzC0ÃƒÂ¥ÃƒÅ  #Lovely #sale #SJP,2,,,?,1351903171,new women's edt l'eau d'issey (issey miyake) by issey miyake eau de toilette spray .33 oz...
41,11200062134,"""@IsraelMatzav on the NYTimes WH seder story: """"Excuse me if I #puke."""" Http://bit.ly/9aE7Nh #jcot #Israel #Jews #Passover""",1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.443658,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.316398,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.238619,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.102882,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.14862,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.653099,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.827186,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.282512,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.808956,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.578682,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.342653,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",RJC,1269791527,@israelmatzav on the nytimes wh seder story: excuse me if i
42,1.82E+17,http://www.youtube.com/watch?v=uR2GsUKZsEQÃ‚Â¬Ã¢â‚¬Â Ã¢â‚¬Å¡Ãƒâ€žÃ‚Â¶ get this song if you don't have it....Holy-Israel n new breed,2,,,InnMYDREADZZ,1332345218,Ã¢â‚¬Å¡Ã£â€žÃ¢Â¶ get this song if you don't have it....holy-israel n new breed
44,4.81E+17,Galloway now being allowed by @channel4news to conflate Iraq/ Egypt chaos with Israeli govt failure to agree peace w/ Pals. Dangerous times.,1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.132393,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.044301,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.448521,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.143735,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.471424,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.482655,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.567746,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.721344,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.92274,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.48002,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},""sentences_tone"":[{""sentence_id"":0,""text"":""galloway now being allowed by to conflate iraq/ egypt chaos with israeli govt failure to agree peace w/ pals."",""input_from"":0,""input_to"":109,""tone_categories"":[{""tones"":[{""score"":0.144672,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.043068,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.266506,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.24226,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.467313,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.516485,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.835053,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.790444,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.951426,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.521008,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},{""sentence_id"":1,""text"":""dangerous times."",""input_from"":110,""input_to"":126,""tone_categories"":[{""tones"":[{""score"":0.115901,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.068367,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.660353,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.063445,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.344936,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.331044,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.274439,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.54337,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.5996,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.310866,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}]}",shrock,1403547791,galloway now being allowed by to conflate iraq/ egypt chaos with israeli govt failure to agree peace w/ pals. dangerous times.
45,4.87E+17,What's funny is Israelis in the US defending Israel's actions towards Palestinians #ÃƒÂ´ÃƒÂ ÃƒÂ´Ã‚Â Ã‚Â¯Ã‚Â¤_Ã‚Â¯Ã‚Â¼Ã‚Â¯_Ã‚Â¯Ã‚Â©,1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.38869,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.397175,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.037795,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.207771,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.046074,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.695502,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.280558,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.749249,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.340284,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.176592,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",?,1404898240,what's funny is israelis in the us defending israel's actions towards palestinians Ã£Â´Ã¢ Ã¢Â¯Ã¢Â¤_Ã¢Â¯Ã¢Â¼Ã¢Â¯_Ã¢Â¯Ã¢Â©
46,1.61E+17,@Bds_Neesh i kno i aint got it tomorrow thats all that matters till wednesday,2,,,Trifln,1327316959,i kno i aint got it tomorrow thats all that matters till wednesday
49,9.49E+17,"Israeli occupation forces raided Dheisheh refugee camp in Bethlehem at approximately 2am this morning, shot & injured 7 Palestinians with live bullets, 1 critically,  and 3 with rubber coated steel bullets. #Palestine",1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.218933,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.340346,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.387765,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.05181,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.340092,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.317546,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.291123,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.811994,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.377129,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.732889,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.401055,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.432511,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",OccuPalGaza,1515055571,"israeli occupation forces raided dheisheh refugee camp in bethlehem at approximately 2am this morning, shot & injured 7 palestinians with live bullets, 1 critically, and 3 with rubber coated steel bullets."
50,3.16E+17,"MIDEAST VIOLENCE: Israel Responds to Gunfire, Launches Missile Into Syria: Leader of Western-Backed Syria Rebe... http://fxn.ws/15HRUfwÃ‚Â¬Ã¢â‚¬Â ",1,0,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.029648,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.108059,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.16591,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.084862,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.532278,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.781949,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.341702,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.490556,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.667399,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.659943,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.507693,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",Aurelioliolio,1364145345,"mideast violence: israel responds to gunfire, launches missile into syria: leader of western-backed syria rebe..."
53,3.91E+17,I NEED TO CATEGORISE! Best line of the day from Lily during Theatre Sports run. Cracking work Yr2 BTECers! You earned the cake treats #SJP,2,,,Varndean_Studio,1382036882,i need to categorise! best line of the day from lily during theatre run. cracking work yr2 btecers! you earned the cake treats
